left_shoulder_elbow_wrist_angle,right_shoulder_elbow_wrist_angle,nose_left_to_shoulder_dist,nose_right_to_shoulder_dist,label
174.22222822224214,177.21334582118465,0.2150590776395854,0.08449978961661601,position_up
174.49778992836016,177.70778847225202,0.18917148354681868,0.030985877931784176,position_up
158.73052503524738,170.90496227290225,0.14968474688971997,0.03990633890484948,position_up
177.1938549376211,166.12451134646543,0.11379084344480518,0.06389881283662481,position_up
174.8141468718528,171.43747754737566,0.08604479407126288,0.10186816009991011,position_up
179.13200462634234,175.99502634080275,0.13199307448376488,0.06926202079235255,position_up
178.504523718438,151.1143576444386,0.10022713718745727,0.2061813993795122,position_up
177.4921417510393,160.829954673259,0.0917978108983722,0.19240247057749904,position_up
179.11370051149626,165.91228922564142,0.08794076984760785,0.11629198319939067,position_up
134.15805742775106,151.18599123343796,0.11036271471720241,0.15900678379716013,position_up
179.02499595493018,167.32123004922386,0.09575717812184587,0.12181963720846142,position_up
146.1291195303744,178.38480801240402,0.16243990825062316,0.12108196384050247,position_up
171.89040235111887,174.89774724787802,0.1064115559898419,0.08853451504144494,position_up
174.6582070993966,170.95106525847905,0.12019826255538762,0.13743141475295118,position_up
147.30161101583124,140.48903596820472,0.1127057335836957,0.06328321170699105,position_up
139.54453850779007,162.12388574215242,0.12426242005026067,0.1369643319943722,position_up
124.07469441257047,169.80093110114024,0.10728392431904321,0.09090140912381911,position_up
84.32582559665751,176.9993162100159,0.12673310754405892,0.1729126124309404,position_down
152.48814858080553,175.59851600584827,0.1290141376018808,0.03330894654535967,position_down
88.0515022126011,105.07790584719157,0.142778715499899,0.14347439815111637,position_down
169.0875848738511,120.94434549350002,0.13206465440581946,0.055948065046360226,position_down
64.46896630245031,138.8789935069108,0.12433153088561082,0.04822467811135307,position_down
82.60836636270113,151.8995991116254,0.1363851070820227,0.12622461396390558,position_down
82.60836636270113,151.8995991116254,0.1363851070820227,0.12622461396390558,position_down
39.79028764225625,108.45492995484068,0.10049176920508246,0.08926109324926698,position_down
39.79028764225625,108.45492995484068,0.10049176920508246,0.08926109324926698,position_down
60.27915287837693,37.82261953505665,0.08116103155351023,0.1309559911378352,position_down
69.6545138617149,29.935393034149257,0.15283529449453026,0.09359902537704673,position_down
75.42884938503975,136.82200761276573,0.12061726191309632,0.07065715064943986,position_down
