left_wrist_to_left_shoulder_dist,right_wrist_to_right_shoulder_dist,left_wrist_to_left_hip_dist,right_wrist_to_right_hip_dist,left_foot_to_left_hip_dist,right_foot_to_right_hip_dist,left_foot_to_left_shoulder_dist,right_foot_to_right_shoulder_dist,left_foot_to_left_wrist_dist,right_foot_to_right_wrist_dist,left_wrist_to_right_wrist_dist,left_elbow_to_right_elbow_dist,left_knee_to_right_knee_dist,left_foot_to_right_foot_dist,nose_left_to_wrist_dist,nose_right_to_wrist_dist,nose_left_to_foot_dist,nose_right_to_foot_dist,nose_left_to_shoulder_dist,nose_right_to_shoulder_dist,left_foot_knee_hip_angle,right_foot_knee_hip_angle,left_shoulder_hip_knee_angle,right_shoulder_hip_knee_angle,left_elbow_shoulder_hip_angle,right_elbow_shoulder_hip_angle,left_shoulder_elbow_wrist_angle,right_shoulder_elbow_wrist_angle,label
0.47038390646051337,0.4419241473592733,0.5051171831359729,0.45880495688573014,0.5709810488313436,0.27484389246870516,0.6113409792138086,0.25405204602953996,0.49825638486589696,0.18935702792893694,0.17985459842398085,0.1433230276787761,0.4158995280194628,0.6579345547060684,0.5576311762497866,0.4435692324116373,0.8143594909504669,0.2598454249011735,0.21864648465747538,0.040351935459258054,162.71644887008364,169.25695686380868,124.13292552509492,71.28821393169372,113.17684170960757,85.01645620582588,174.54999356134007,170.31743093554567,position_up
0.5780283207412843,0.5144065780416063,0.44731679162049165,0.4535936820847021,0.37257387335679454,0.4096729665325575,0.5137101849486183,0.5393979444787397,0.15990441132697442,0.2875676063800463,0.23409961732473133,0.21105803795766925,0.10559728889132636,0.08115165214444783,0.603673668367628,0.505486871696858,0.5881972598118016,0.5243104697662855,0.18689794023209555,0.016774335485161586,145.93733130182514,128.5905952109588,157.60775320132126,128.28699644996993,16.848142920141484,54.931268870346955,174.20468132209072,172.57855091566492,position_up
0.31016267048881224,0.2717281373039726,0.23594277329274962,0.27818831228620705,0.21391236641007716,0.33830493783352966,0.22715127897498658,0.44716865231409697,0.1211495959712184,0.4231602230027123,0.03731330962626486,0.04614555377138123,0.3324832853348996,0.5405090970773052,0.28244968568429707,0.3191920727712612,0.1734866854661446,0.6275544130327757,0.09686814582309868,0.19758781121268923,169.71640436677376,175.79008505573628,69.50928132413549,162.9430988306519,34.893392697436305,86.32494989886192,156.74223680175226,171.49366164707632,position_up
0.323571460983,0.25388274884274137,0.2807785921419837,0.12922141380957913,0.521848348990365,0.5295444351174001,0.6195570652047258,0.6478683431048362,0.4995705657103308,0.40594825607081736,0.28021086928762434,0.1943664924878716,0.06187804385603996,0.05324978092567659,0.37574416081588885,0.30888411893170387,0.7173524485091258,0.7145879532039238,0.09978011248726766,0.13525071454818816,178.93340416088134,179.2393138787591,176.37250907738178,159.54154565016105,55.52737941329752,16.12752841519539,179.27148120961283,144.9604924427905,position_up
0.3233460846078513,0.3213515059929923,0.2455559902617994,0.19423729822451483,0.48712891359754845,0.41949595045422583,0.6073410456233534,0.5512036451384793,0.5146801675267217,0.3570690328500043,0.09274055097521713,0.06186940662815597,0.08044525858316696,0.11710225836136896,0.36867913358018184,0.32919275822385924,0.7301680321136843,0.6131453574879471,0.13101347236764088,0.10212006199737528,171.57324853023692,166.31202760643092,155.45872611365422,147.33189484386133,43.52773872028587,7.3280548023296594,178.1870160520024,152.7354074111257,position_up
0.3431131778380378,0.3622262795944946,0.06511156627163074,0.10476255362585392,0.3773016816746731,0.4073134850291221,0.6993110452447536,0.7254332382819889,0.36459786686080564,0.3750823063080983,0.26363653466564996,0.21386572458395267,0.12309280765340955,0.1018180876897862,0.3936955133537842,0.4512299265799079,0.7419691507238474,0.7823539560426267,0.06416322562377554,0.1496565730136592,176.6377917690468,175.97691634842934,175.04015900458813,167.4706593472324,7.893874597539206,12.692668095880462,174.01396789960765,170.6375946390304,position_up
0.4775413309065719,0.534321299786901,0.35128856090570915,0.4172562237974413,0.12777123911350186,0.18437749297109077,0.2945189817497349,0.2995202836942729,0.2290196987263298,0.4124526745843731,0.27216549090562225,0.2457495359290124,0.20977576185465358,0.3263698273942802,0.4632619956516394,0.6546718718291538,0.298195344968274,0.5245243937547012,0.045468039933380035,0.23197987747953958,107.91256008889084,57.53569687901487,120.80908506322591,150.66147343844753,41.65818054315189,26.766904668932536,175.15898040680457,178.72068093015133,position_up
0.32685730078080344,0.34781409216917525,0.3307544177461621,0.3497847468485993,0.2058606158514071,0.4145174859134454,0.20936356355451244,0.39411800055660434,0.31861300032029916,0.7410030801300661,0.07733058249034702,0.082906468257003,0.3307002844857978,0.6899363472554184,0.3668830217128825,0.34687670954532984,0.40243907320107797,0.3941401172165762,0.20459224891415648,0.0162762278457399,99.95147986921155,152.46727455490793,68.31290277441308,52.003982561389314,132.81340693342153,74.85506031334154,166.9512125637756,158.61911181863968,position_up
0.2697631734308395,0.11272009642290365,0.28337699790275145,0.22400020859720055,0.36322543966737864,0.2447127248776547,0.4161855405821901,0.38447023333540176,0.46124534753778323,0.4552681012233211,0.47998267682100826,0.3248198301557096,0.17140353090838487,0.21484169116758234,0.32542568101224467,0.189967530592088,0.601254137863828,0.3987041401142296,0.18684911522003056,0.08671040460926924,167.65175508407464,156.54058906263515,153.4806664841363,159.123283754603,88.71526434545491,101.76855032369399,155.6529140260168,140.0010026205485,position_up
0.3049440718921977,0.34684938560594153,0.13416864584766675,0.14662713702753213,0.4391811291663416,0.43897835745832353,0.61516033091816,0.614335016550666,0.4461763292784696,0.46864978238281846,0.035866165225797726,0.010340257501534458,0.018254403094294346,0.03210148057116884,0.3552568657876244,0.379064314771748,0.7107420406524831,0.7059411852189128,0.10485016956063677,0.10426409234466938,173.21435236961935,165.35660057537117,141.96028118130724,124.44946246116906,10.118915191471057,7.253922201692144,160.71786541093783,159.9980088960501,position_up
