left_shoulder_to_left_hip_dist,right_shoulder_to_right_hip_dist,left_elbow_to_left_shoulder_dist,right_elbow_to_right_shoulder_dist,left_wrist_to_left_elbow_dist,right_wrist_to_right_elbow_dist,left_hip_to_left_knee_dist,right_hip_to_right_knee_dist,left_knee_to_left_ankle_dist,right_knee_to_right_ankle_dist,left_shoulder_to_right_shoulder_dist,left_hip_to_right_hip_dist,left_eye_to_right_eye_dist,left_wrist_to_left_shoulder_dist,right_wrist_to_right_shoulder_dist,left_wrist_to_left_hip_dist,right_wrist_to_right_hip_dist,left_foot_to_left_hip_dist,right_foot_to_right_hip_dist,left_foot_to_left_shoulder_dist,right_foot_to_right_shoulder_dist,left_foot_to_left_wrist_dist,right_foot_to_right_wrist_dist,left_wrist_to_right_wrist_dist,left_elbow_to_right_elbow_dist,left_knee_to_right_knee_dist,left_foot_to_right_foot_dist,nose_left_to_wrist_dist,nose_right_to_wrist_dist,nose_left_to_foot_dist,nose_right_to_foot_dist,nose_left_to_shoulder_dist,nose_right_to_shoulder_dist,left_foot_knee_hip_angle,right_foot_knee_hip_angle,left_shoulder_hip_knee_angle,right_shoulder_hip_knee_angle,left_elbow_shoulder_hip_angle,right_elbow_shoulder_hip_angle,left_shoulder_elbow_wrist_angle,right_shoulder_elbow_wrist_angle,label
0.28656701899970793,0.2837920016763929,0.20337211871170122,0.12182050551632859,0.16510925256095585,0.210037110802141,0.0790262982579378,0.12612517373389917,0.20715899314303096,0.1650362628490944,0.06772398297221302,0.06198287404189505,0.001779201127574539,0.3528575388322087,0.33168030470365273,0.11928387124866606,0.07723326690635227,0.388592601009652,0.3569522238918637,0.14397440807745635,0.08138205677118034,0.4197997188995471,0.39693828394418057,0.03418224712259582,0.12608289453262544,0.09625282268377836,0.01470736129093986,0.2875114385505344,0.25659942397781293,0.13579897572319707,0.14292519069938572,0.10148396946659823,0.07644445793175164,156.16805985629526,162.39980383440377,36.62837591875102,17.88725654547795,2.9032243327066434,8.874878002322841,146.3237158098058,176.11403285576853,Ustrasana
0.5179553583628453,0.5343798561703681,0.278592535829865,0.29180658774798657,0.27836816480552445,0.2759932447075296,0.3101731584648964,0.35468796205044795,0.3455076740652213,0.37203425155770625,0.031186557775749513,0.035575903949368486,0.02583510918353545,0.5569511588935889,0.5677411897474234,0.17639366881380203,0.1898794806019041,0.15993466003592754,0.1755359810318556,0.6652612435959636,0.709210805542154,0.16992238292130762,0.2711258272352491,0.021075909339062334,0.028607921723845853,0.06928928780259243,0.13074826217781046,0.7386018539780733,0.7350095575443333,0.8635813532532963,0.9097374310041386,0.21274511400766966,0.21559716004363946,0.7115143806139511,10.565463426807522,24.06171278039734,26.391587382952665,18.766049026814773,18.737952523859732,179.3292358620612,178.35240962438374,Ustrasana
0.35742793200058826,0.3846866301139533,0.1802496809618507,0.17923138260824664,0.15028253297294347,0.08593302684477447,0.0834746053680162,0.04759596094722321,0.15782000619538472,0.14555413680924129,0.03247115714664129,0.02562503362569227,0.008265930733920958,0.32986391708619905,0.26447801250368824,0.12019106086711989,0.18231794072347302,0.26024618686841444,0.22858338651850701,0.5982148251506173,0.5950470886515177,0.2743401556406187,0.3445947148617643,0.0986312925192929,0.031599145347235645,0.06930932895218206,0.027142737009038482,0.4646723321978135,0.3695488845226932,0.7385756740779006,0.713979535369973,0.19288467622134914,0.16059449555998037,162.06699861346885,97.9446757553109,138.52287476831296,80.86664424702462,22.943602863725744,21.963298566157913,172.68164690094343,171.18864582565348,Ustrasana
0.46104984823062206,0.5015872031892471,0.3090381746366104,0.3025300535137301,0.3025610272610425,0.3409248851065553,0.12479741131586429,0.09655042113298656,0.08426019222451651,0.25006764971984624,0.057946049023616004,0.011398635116483294,0.017312620417535233,0.6112530444676609,0.6424195219152812,0.1711401488907035,0.17115999451097527,0.3908177865362792,0.3759256639984958,0.7674674680706918,0.79497234400893,0.23448989444078494,0.2102645855220591,0.021568805822811142,0.06035267161031372,0.1637992936582171,0.019331530960481614,0.7743015821200804,0.7578790344717289,0.8277469354757695,0.8351383274265521,0.3830525712293615,0.3352210000507197,132.50462653271163,41.78823676278487,162.25019937474553,102.30136911990837,10.769088391929628,13.281417202303286,176.14418799415503,173.48671986179596,Ustrasana
0.4507238980395886,0.3349158669465468,0.2599116782876566,0.08351034384116376,0.24838046227541644,0.0614406716434098,0.21524229377134296,0.2184544902033866,0.44798935486527813,0.41302948660570876,0.19859165267945975,0.015870245639520556,0.03416727938683858,0.20545549664102286,0.12076402121413692,0.2842082768795242,0.24159261233012977,0.5800594151334397,0.5537722068281481,0.8973787669387921,0.8561701575622263,0.6936543949771711,0.7883032432218086,0.26436234047267443,0.4323573671778571,0.02091421205169696,0.03521138123339405,0.33456366535532484,0.3832051626396257,1.0255658643049592,0.9946606488577614,0.1291162123128853,0.26468541216345176,128.03104184966634,120.78289628182272,155.50980603988828,172.70230508557552,90.54101990587377,4.1274778087697825,47.61615206697537,111.94493195191073,Ustrasana
0.5314668338033588,0.6402344727403225,0.35577864843867874,0.28582049857244324,0.2397027672396185,0.20742824895778558,0.35470547198157704,0.1641600971449514,0.33125822225296686,0.45446982034040667,0.07200469590179126,0.15379151197018695,0.016866193884213745,0.5649187069034662,0.4348336765583873,0.18527218196906664,0.31998693635048703,0.8075618409812081,0.5108856072056197,0.28334473162763585,0.21468525995908594,0.8130091953132896,0.2398639955772071,0.12207679518773433,0.076002862950126,0.5577536292289029,0.4580476256677339,0.7532491196875442,0.6393492206720431,0.09009260034098895,0.40881687527407923,0.26578137056255924,0.3320690923726712,171.56807755013534,61.162687191535,10.311090362530372,85.25841441296974,4.13218660095865,3.271605901509391,142.37940023956588,122.87344815335827,Ustrasana
0.0919427444127161,0.10773767116898421,0.43890547879179664,0.30378495914273207,0.3317880227151722,0.26196320378979443,0.35433742301465443,0.2543397134171122,0.38676983973587004,0.37459023568621147,0.4572253936966454,0.336312812318811,0.10567001692404272,0.6113119236623201,0.5488272777163119,0.5195670492089939,0.4775105187686857,0.61676061831055,0.574145631729581,0.703751615713274,0.5832690581277084,0.25739686995815736,0.34815260674436155,0.1530042144252111,0.5727554340061315,0.7459588155351904,0.22183581345346798,0.5503455624850409,0.4251734904286218,0.4633343551674191,0.4889900057889371,0.4309938660633984,0.12366142728691168,103.27285996070134,86.27953896980169,157.49799510041726,22.029300934112797,35.22697218575015,57.209948061055336,104.10583688155356,151.82458051064873,Ustrasana
0.474075414400257,0.4432029525788351,0.3753896886055777,0.13756127919506178,0.29053938544648994,0.0772337766572109,0.6445855479815595,0.5616606830575834,0.536123330029806,0.5929959671396283,0.18155251681963677,0.11547371434913209,0.03525352343759529,0.24264420977205317,0.19215075584594643,0.2424406271034355,0.25937607399749907,1.3160045316127573,1.2840534445686942,1.7317884639046797,1.6985801191241479,1.495773569443698,1.5365260581516813,0.2373669229727285,0.4688363475775865,0.27314711753489457,0.16648225843805448,0.491750084544013,0.3911923762466892,1.9689197725300498,1.920336512011612,0.31590509575005926,0.22464559558941946,172.08130506539476,167.185612453688,142.61540162571922,163.26709101819492,62.926653136218796,6.52171446499043,40.262318424824954,124.49451738433932,Ustrasana
0.6118043555965362,0.5351487300621929,0.10584008323892916,0.11047132617273787,0.02380092673523567,0.15981287892048687,0.6054902718270669,0.5558747789250701,0.05670521218038427,0.12536646370026136,0.1585071967234565,0.027784371289704127,0.08517533869126229,0.09766315199062306,0.14573179025163407,0.6348561493446895,0.6798764918692014,0.6996509596239621,0.8756101071457474,0.23523114065352163,0.3691568762750877,0.13776165123939113,0.24012585125841457,0.02687255109763473,0.14392737472252312,0.07961930744844747,0.2981576176783987,0.25311357395570816,0.2719377809985195,0.3371596115250036,0.47040996512206695,0.235828325391468,0.13257317560887472,122.20548210211922,162.38357027203944,8.481667000726597,5.426454502343838,86.623384084323,111.79461242631467,63.722300943057554,62.12945343424457,Ustrasana
0.7264859388980289,0.7367551764108161,0.3752367285729617,0.28771496392976986,0.31915917454458176,0.32192220611881844,0.9643952780468796,0.9556575341674256,0.9547099408452184,1.0005870745305756,0.5113418248985151,0.41010559555855447,0.09015054516521681,0.16441240131437082,0.03925015924125101,0.5978138769879067,0.7753494584323463,2.2316716027582073,2.2248398271872913,2.9574601272874492,2.9609831984314345,2.8268870400357606,2.9997835843271488,0.4473243931787548,0.8268620467204036,0.4459123016718566,0.3201180589879014,0.3342612363219461,0.21162699113090905,3.097925284192474,3.0724827813365425,0.33542267923018115,0.23200151989239334,179.09282412392946,173.10285841143542,176.59425513811027,173.3655188221598,23.415913055682246,41.990642698869614,25.806072057816788,3.6240737946205357,Ustrasana
