shoulder_hip_dist,hip_knee_dist,elbow_angle,shoulder_foot_dist,hip_angle,knee_angle,label
0.31943336178901177,0.17252509277249087,158.96728608961965,0.40571449560528083,101.01254464349097,142.68719001165923,Hanumanasana
0.3806320294333766,0.24745384329928605,165.27110262813835,0.6434345257885118,109.16454122294465,167.93416108417134,Hanumanasana
0.3984437550587028,0.21179625308579558,166.5341939658059,0.6581765834434918,106.03960306762481,158.77179283804617,Hanumanasana
0.4049952023921315,0.19600376826540533,170.31215873590813,0.5778678545402495,105.89531316031233,169.38144436030592,Hanumanasana
0.3341974849672698,0.18419893816870345,169.33217851284135,0.4475016672721959,107.71758331493778,148.77784196362262,Hanumanasana
0.42131147104868666,0.2272233346432749,135.46164559807255,0.6357704717063145,104.4960296802082,160.25812958713647,Hanumanasana
0.2788131708427053,0.18956349545345644,176.37360658869304,0.4366955331788372,95.98802238226676,178.7141748952674,Hanumanasana
0.44808484983826186,0.1988399344105129,164.58237600044296,0.5820934059658583,102.40560232140587,156.72785948042537,Hanumanasana
0.4013919163191946,0.19609789805012293,171.3018228822592,0.5975950523045934,105.62233126849763,162.77707888943644,Hanumanasana
0.4500220137801274,0.2121766360931225,35.66118538750498,0.6994068052588261,91.90889111507842,157.32542996339203,Hanumanasana
0.4059415021598603,0.1929748656065748,171.4123134912876,0.4549218283319453,108.98279099572973,164.77403181674634,Hanumanasana
0.5679063460530218,0.2552109259197354,169.9491934373791,0.7981990951460635,107.79596934706282,142.9592236734032,Hanumanasana
0.4446547944144589,0.39328033820912367,65.7151941237708,0.2657829738846601,4.71493771265052,176.27326837666203,Hanumanasana
0.5202596098311689,0.209454679756701,151.43963556820046,0.48907870121071756,9.336646297501293,69.13331589062611,Hanumanasana
0.31246749942303326,0.21278740260836104,131.9798103426561,0.4710379755343216,51.23672998765002,125.34804403480037,Hanumanasana
0.4210411309985861,0.18614787634041863,167.59687885343862,0.8746091079233057,176.1367973962252,175.34804751206673,Hanumanasana
0.37341312875759153,0.2666497493223344,168.77943551741848,0.5940385360757168,97.47712344693707,169.61965733970072,Hanumanasana
0.3291016633657119,0.07761480606144101,165.442258547572,0.3406944836640735,38.871696322076794,101.7148471791852,Hanumanasana
0.4248896596093964,0.15421497087203873,170.92327895434488,0.653361293174123,112.78459786744543,160.06492974765766,Hanumanasana
0.40613097634719053,0.22950522303432097,174.81760806404753,0.6706656365817881,115.81637800285688,168.33116815124194,Hanumanasana
0.3826113759544022,0.24098946077722747,168.57692407900814,0.5326362643785186,101.82282498329732,157.18446631651344,Hanumanasana
0.3814464626658044,0.19728432761726533,166.10815547258994,0.7207433374684954,107.30762965121345,174.25891182386843,Hanumanasana
0.5019265818987272,0.24989771939047734,159.69876355128036,0.8235811741747955,113.04485364117969,159.27852135203497,Hanumanasana
0.21730344439311383,0.09817206706013079,105.54498371892392,0.094706542441596,5.783240185341433,130.6205389812788,Hanumanasana
0.47625574302242824,0.18127113364794484,157.96835242954018,0.6881891472295376,98.74776790490382,176.40724334066334,Hanumanasana
0.4900110085046225,0.10822105213282646,173.2746939530961,0.6253874888489769,129.07318270432197,158.0316967216501,Hanumanasana
0.42457906593706835,0.2342937639221425,160.21990614742006,0.6551392495681763,109.30986237220667,172.009321165906,Hanumanasana
0.47073630802984384,0.25997317547798565,4.599195978988824,0.03534945588009401,6.195335007530422,174.576550112146,Hanumanasana
0.40427071402019943,0.1565936294506107,173.00914925177332,0.5411485251453348,92.77846619700627,177.1971566816636,Hanumanasana
0.47715412304817717,0.184161494882294,131.13329742158666,0.5671357311265331,144.50180143574116,58.49658782324176,Hanumanasana
0.2873429175762327,0.15902948425761454,170.72919488526767,0.13747894236547786,7.1893272436508635,140.34083466319876,Hanumanasana
0.39933126180796047,0.22056298871856042,167.26548960755423,0.42001066197243875,9.733420296330955,120.99381919783303,Hanumanasana
0.4779265495902762,0.1777352617703236,147.57957951875102,0.660368136581604,109.40497051261482,133.4492763213516,Hanumanasana
0.45253219894400115,0.16349069456256624,147.16983781248572,0.6098337068243411,96.92126392171616,142.77805335685895,Hanumanasana
0.3616929400094341,0.20463998462185842,177.7175751106322,0.6194184183690139,106.92535992305784,146.42357013359089,Hanumanasana
0.3668797110959003,0.19926523762773357,177.0188118306902,0.5576100118417796,97.05572088068092,179.24722245439506,Hanumanasana
0.2990211980700139,0.11855588401337341,178.7069289368043,0.31863499259461403,60.8654341000352,88.13827688703469,Hanumanasana
0.419763949365859,0.24400708448655237,172.0690612214103,0.6447778450177283,103.1251098924975,174.1179488370745,Hanumanasana
0.4088023008129952,0.17611220004834535,28.036373888688047,0.5414972841418749,172.72066390044327,83.09794604395525,Hanumanasana
0.34405170524571793,0.17251555524066456,165.13477023627019,0.5883441910321677,119.27703985876015,156.74466894017564,Hanumanasana
