shoulder_hip_dist,hip_knee_dist,elbow_angle,label
0.23901070428335272,0.17891223845862922,176.71749311356987,position_up
0.1891974593360051,0.16304250425324465,169.88347601892454,position_up
0.14490319999544696,0.12779556589018212,179.17744486051618,position_up
0.2107844386465685,0.20438144971703723,174.2199571839313,position_up
0.1714154898415672,0.17607206829545774,148.7106169707099,position_up
0.07825545438543634,0.11865901981625623,92.70856677458079,position_up
0.12051826464895456,0.060558825419441006,105.82832746551152,position_up
0.11132221410874223,0.10601871088844327,165.65664685138177,position_up
0.15567571924238174,0.19679112957357567,170.1710384196788,position_up
0.1649317706819055,0.18725109277916205,29.809284926557755,position_up
0.24297207440646326,0.1905763745006226,6.4320587880000435,position_up
0.21878762479445213,0.1348638246338592,167.49714626667713,position_up
0.07713092571752919,0.1308128341528226,173.13318882575118,position_up
0.0615402108878045,0.08856166945256079,108.84687862284075,position_up
0.20098452676794487,0.102288125967713,176.17655844666874,position_up
0.18200275021542284,0.02308006109658253,37.504463278921655,position_down
0.18921615499297273,0.13374881320571036,172.30708627405747,position_down
0.2175728284567486,0.07964714902081035,29.03140306602419,position_down
0.23128173209529854,0.20731989165893908,173.08438786709613,position_down
0.2094985979192641,0.22945598866284217,68.75881146604698,position_down
0.25604463575060926,0.3326476155686885,75.16841737856504,position_down
0.20313286757938145,0.19403218266718267,17.40507233200351,position_down
0.1600126920594713,0.14575744019350145,39.77959312556799,position_down
0.16628199596564763,0.12094557152837263,37.84690999433193,position_down
